decision_id,table_id,table_word_row,crop_use,crop_family,application_rate,planting_method,scenario,taxon,effect_window,receptor_size,current_position,trace_ids,evidence,interpretation,judgment,apparent_primary_rationale,evidence_to_conclusion_consistency,consideration_ids,peer_review_question_ids,quantitative_sources,narrative_sources,traceability_status,related_existing_finding_trc_xrf_ids,notes
T162-D1116,TABLES:Table 162; TABLES-T0236,96,Vigna spp.,Legumes,300 mg a.i./kg seed,Precision,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Mammal,Chronic,Large,Y,TRACE-MAMMAL-CROP030-L,"For this 300 mg a.i./kg seed, Precision scenario, Tables 105-113 and the reconciled workbook outputs are populated, but the current mammalian Legumes narrative ends before stating table numbers, quantitative interpretation or risk characterization.",No completed current-draft interpretation: the mammalian Legumes sentence is unfinished and no risk narrative follows.,A Table 162 position cannot be adjudicated from the missing mammalian Legumes interpretation; reviewer judgment should wait for the intended narrative or an explicit rationale.,NOT_RECONSTRUCTABLE_FROM_COMPLETED_NARRATIVE,INSUFFICIENT_INFORMATION,T162-C0046; T162-C0099; T162-C0102,T162-Q0046,TABLES:Tables 105-113; Phase 3B Legumes workbook reconciliation,MAIN-H0071; MAIN-H0074; MAIN-P001235; MAIN-P001247; MAIN-P001249; PH-00021,BLOCKED_BY_INCOMPLETE_NARRATIVE,TRC-001; CAL-004; CLR-003; PH-00021,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1117,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Acute,Small,Y,TRACE-BIRD-CROP029-S,"For this 500 mg a.i./kg seed, Spring drill scenario, the narrative proposes 25% diet as an upper bound and states 43.1 mg/kg bw/d is not exceeded, but the reconciled upper Vigna 0.076 mg/seed result is 53.02 mg/kg bw/d for about 2.99 days. At 560 mg/kg and 100% diet, 67 is exceeded about 11 days and 104 about 5 days, without reaching 155.","The narrative characterizes acute population effects as unlikely using a proposed 25% dietary upper bound, seed preference/handling evidence and toxicity magnitude; the Vigna exception limits that generalization.",Determine whether modeled acute magnitude and encounter likelihood together make individual effects sufficiently plausible to matter at the population level.,MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,GENERALLY_SUPPORTED_WITH_QUALIFICATIONS,T162-C0039; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0039,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004; CON-005,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1118,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Acute,Medium,Y,TRACE-BIRD-CROP029-M,"For this 500 mg a.i./kg seed, Spring drill scenario, the overall acute characterization reports non-negligible population effects unlikely, based on dose magnitude plus limited dietary plausibility; body-size-specific acute synthesis is limited.","The narrative characterizes acute population effects as unlikely using a proposed 25% dietary upper bound, seed preference/handling evidence and toxicity magnitude; the Vigna exception limits that generalization.",Determine whether modeled acute magnitude and encounter likelihood together make individual effects sufficiently plausible to matter at the population level.,MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,GENERALLY_SUPPORTED_WITH_QUALIFICATIONS,T162-C0038; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0038,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1119,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Acute,Large,Y,TRACE-BIRD-CROP029-L,"For this 500 mg a.i./kg seed, Spring drill scenario, the overall acute characterization reports non-negligible population effects unlikely, based on dose magnitude plus limited dietary plausibility; body-size-specific acute synthesis is limited.","The narrative characterizes acute population effects as unlikely using a proposed 25% dietary upper bound, seed preference/handling evidence and toxicity magnitude; the Vigna exception limits that generalization.",Determine whether modeled acute magnitude and encounter likelihood together make individual effects sufficiently plausible to matter at the population level.,MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,GENERALLY_SUPPORTED_WITH_QUALIFICATIONS,T162-C0037; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0037,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004; CON-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1120,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Chronic,Small,N,TRACE-BIRD-CROP029-S,"For this 500 mg a.i./kg seed, Spring drill scenario, one to three seeds can exceed chronic metrics in several high-loading/large-seed cases. At 25% diet, 200 mg/kg gives about 4 days above 7.78 and no exceedance of 10.8; at 300 mg/kg or more, durations are about 14 and 10 days.","The narrative explicitly treats one-to-two-seed chronic exceedance with surface availability as concerning, but treats ≤200 mg/kg as unlikely to affect populations when 25% diet gives ≤4 days and no 10.8 exceedance.","Determine whether the magnitude and duration of modeled exceedance, at a plausible dietary fraction and availability, are sufficient to imply a non-negligible population consequence.",MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,GENERALLY_SUPPORTED_WITH_QUALIFICATIONS,T162-C0042; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0042,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1121,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Chronic,Medium,N,TRACE-BIRD-CROP029-M,"For this 500 mg a.i./kg seed, Spring drill scenario, 100% diet produces about 7-44 days above 7.78. At 0.076 mg/seed, durations are 15-44, 4.5-34 and 0-24 days at 100%, 50% and 25% diet; at 0.045 mg/seed, 7.4-37, 0-27 and 0-17 days.",The narrative reports body-size-specific durations and seed counts but does not state a comparably explicit medium-/large-bird decision rationale.,"Determine whether the magnitude and duration of modeled exceedance, at a plausible dietary fraction and availability, are sufficient to imply a non-negligible population consequence.",MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,REVIEWER_JUDGMENT_REQUIRED,T162-C0041; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0041,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1122,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Chronic,Large,Y,TRACE-BIRD-CROP029-L,"For this 500 mg a.i./kg seed, Spring drill scenario, 100% diet produces up to about 26 days above 7.78. At 0.076 mg/seed, durations are 0-26, 0-16 and 0-6.4 days at 100%, 50% and 25% diet; at 0.045 mg/seed they are 0-19, 0-8.9 and 0 days.",The narrative reports body-size-specific durations and seed counts but does not state a comparably explicit medium-/large-bird decision rationale.,"Determine whether the magnitude and duration of modeled exceedance, at a plausible dietary fraction and availability, are sufficient to imply a non-negligible population consequence.",MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,REVIEWER_JUDGMENT_REQUIRED,T162-C0040; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0040,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004; CON-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1123,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Mammal,Acute,Small,Y,TRACE-MAMMAL-CROP029-S,"For this 500 mg a.i./kg seed, Spring drill scenario, Tables 105-113 and the reconciled workbook outputs are populated, but the current mammalian Legumes narrative ends before stating table numbers, quantitative interpretation or risk characterization.",No completed current-draft interpretation: the mammalian Legumes sentence is unfinished and no risk narrative follows.,A Table 162 position cannot be adjudicated from the missing mammalian Legumes interpretation; reviewer judgment should wait for the intended narrative or an explicit rationale.,NOT_RECONSTRUCTABLE_FROM_COMPLETED_NARRATIVE,INSUFFICIENT_INFORMATION,T162-C0045; T162-C0099; T162-C0102,T162-Q0045,TABLES:Tables 105-113; Phase 3B Legumes workbook reconciliation,MAIN-H0071; MAIN-H0074; MAIN-P001235; MAIN-P001247; MAIN-P001249; PH-00021,BLOCKED_BY_INCOMPLETE_NARRATIVE,TRC-001; CAL-004; CLR-003; PH-00021,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1124,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Mammal,Acute,Medium,Y,TRACE-MAMMAL-CROP029-M,"For this 500 mg a.i./kg seed, Spring drill scenario, Tables 105-113 and the reconciled workbook outputs are populated, but the current mammalian Legumes narrative ends before stating table numbers, quantitative interpretation or risk characterization.",No completed current-draft interpretation: the mammalian Legumes sentence is unfinished and no risk narrative follows.,A Table 162 position cannot be adjudicated from the missing mammalian Legumes interpretation; reviewer judgment should wait for the intended narrative or an explicit rationale.,NOT_RECONSTRUCTABLE_FROM_COMPLETED_NARRATIVE,INSUFFICIENT_INFORMATION,T162-C0044; T162-C0099; T162-C0102,T162-Q0044,TABLES:Tables 105-113; Phase 3B Legumes workbook reconciliation,MAIN-H0071; MAIN-H0074; MAIN-P001235; MAIN-P001247; MAIN-P001249; PH-00021,BLOCKED_BY_INCOMPLETE_NARRATIVE,TRC-001; CAL-004; CLR-003; PH-00021,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1125,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Mammal,Acute,Large,Y,TRACE-MAMMAL-CROP029-L,"For this 500 mg a.i./kg seed, Spring drill scenario, Tables 105-113 and the reconciled workbook outputs are populated, but the current mammalian Legumes narrative ends before stating table numbers, quantitative interpretation or risk characterization.",No completed current-draft interpretation: the mammalian Legumes sentence is unfinished and no risk narrative follows.,A Table 162 position cannot be adjudicated from the missing mammalian Legumes interpretation; reviewer judgment should wait for the intended narrative or an explicit rationale.,NOT_RECONSTRUCTABLE_FROM_COMPLETED_NARRATIVE,INSUFFICIENT_INFORMATION,T162-C0043; T162-C0099; T162-C0102,T162-Q0043,TABLES:Tables 105-113; Phase 3B Legumes workbook reconciliation,MAIN-H0071; MAIN-H0074; MAIN-P001235; MAIN-P001247; MAIN-P001249; PH-00021,BLOCKED_BY_INCOMPLETE_NARRATIVE,TRC-001; CAL-004; CLR-003; PH-00021,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1126,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Mammal,Chronic,Small,Y,TRACE-MAMMAL-CROP029-S,"For this 500 mg a.i./kg seed, Spring drill scenario, Tables 105-113 and the reconciled workbook outputs are populated, but the current mammalian Legumes narrative ends before stating table numbers, quantitative interpretation or risk characterization.",No completed current-draft interpretation: the mammalian Legumes sentence is unfinished and no risk narrative follows.,A Table 162 position cannot be adjudicated from the missing mammalian Legumes interpretation; reviewer judgment should wait for the intended narrative or an explicit rationale.,NOT_RECONSTRUCTABLE_FROM_COMPLETED_NARRATIVE,INSUFFICIENT_INFORMATION,T162-C0048; T162-C0099; T162-C0102,T162-Q0048,TABLES:Tables 105-113; Phase 3B Legumes workbook reconciliation,MAIN-H0071; MAIN-H0074; MAIN-P001235; MAIN-P001247; MAIN-P001249; PH-00021,BLOCKED_BY_INCOMPLETE_NARRATIVE,TRC-001; CAL-004; CLR-003; PH-00021,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1127,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Mammal,Chronic,Medium,Y,TRACE-MAMMAL-CROP029-M,"For this 500 mg a.i./kg seed, Spring drill scenario, Tables 105-113 and the reconciled workbook outputs are populated, but the current mammalian Legumes narrative ends before stating table numbers, quantitative interpretation or risk characterization.",No completed current-draft interpretation: the mammalian Legumes sentence is unfinished and no risk narrative follows.,A Table 162 position cannot be adjudicated from the missing mammalian Legumes interpretation; reviewer judgment should wait for the intended narrative or an explicit rationale.,NOT_RECONSTRUCTABLE_FROM_COMPLETED_NARRATIVE,INSUFFICIENT_INFORMATION,T162-C0047; T162-C0099; T162-C0102,T162-Q0047,TABLES:Tables 105-113; Phase 3B Legumes workbook reconciliation,MAIN-H0071; MAIN-H0074; MAIN-P001235; MAIN-P001247; MAIN-P001249; PH-00021,BLOCKED_BY_INCOMPLETE_NARRATIVE,TRC-001; CAL-004; CLR-003; PH-00021,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1128,TABLES:Table 162; TABLES-T0236,97,Vigna spp.,Legumes,500 mg a.i./kg seed,Spring drill,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Mammal,Chronic,Large,Y,TRACE-MAMMAL-CROP029-L,"For this 500 mg a.i./kg seed, Spring drill scenario, Tables 105-113 and the reconciled workbook outputs are populated, but the current mammalian Legumes narrative ends before stating table numbers, quantitative interpretation or risk characterization.",No completed current-draft interpretation: the mammalian Legumes sentence is unfinished and no risk narrative follows.,A Table 162 position cannot be adjudicated from the missing mammalian Legumes interpretation; reviewer judgment should wait for the intended narrative or an explicit rationale.,NOT_RECONSTRUCTABLE_FROM_COMPLETED_NARRATIVE,INSUFFICIENT_INFORMATION,T162-C0046; T162-C0099; T162-C0102,T162-Q0046,TABLES:Tables 105-113; Phase 3B Legumes workbook reconciliation,MAIN-H0071; MAIN-H0074; MAIN-P001235; MAIN-P001247; MAIN-P001249; PH-00021,BLOCKED_BY_INCOMPLETE_NARRATIVE,TRC-001; CAL-004; CLR-003; PH-00021,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1129,TABLES:Table 162; TABLES-T0236,98,Vigna spp.,Legumes,500 mg a.i./kg seed,Precision,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Acute,Small,Y,TRACE-BIRD-CROP028-S,"For this 500 mg a.i./kg seed, Precision scenario, the narrative proposes 25% diet as an upper bound and states 43.1 mg/kg bw/d is not exceeded, but the reconciled upper Vigna 0.076 mg/seed result is 53.02 mg/kg bw/d for about 2.99 days. At 560 mg/kg and 100% diet, 67 is exceeded about 11 days and 104 about 5 days, without reaching 155.","The narrative characterizes acute population effects as unlikely using a proposed 25% dietary upper bound, seed preference/handling evidence and toxicity magnitude; the Vigna exception limits that generalization.",Determine whether modeled acute magnitude and encounter likelihood together make individual effects sufficiently plausible to matter at the population level.,MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,GENERALLY_SUPPORTED_WITH_QUALIFICATIONS,T162-C0039; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0039,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004; CON-005,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1130,TABLES:Table 162; TABLES-T0236,98,Vigna spp.,Legumes,500 mg a.i./kg seed,Precision,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Acute,Medium,Y,TRACE-BIRD-CROP028-M,"For this 500 mg a.i./kg seed, Precision scenario, the overall acute characterization reports non-negligible population effects unlikely, based on dose magnitude plus limited dietary plausibility; body-size-specific acute synthesis is limited.","The narrative characterizes acute population effects as unlikely using a proposed 25% dietary upper bound, seed preference/handling evidence and toxicity magnitude; the Vigna exception limits that generalization.",Determine whether modeled acute magnitude and encounter likelihood together make individual effects sufficiently plausible to matter at the population level.,MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,GENERALLY_SUPPORTED_WITH_QUALIFICATIONS,T162-C0038; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0038,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1131,TABLES:Table 162; TABLES-T0236,98,Vigna spp.,Legumes,500 mg a.i./kg seed,Precision,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Acute,Large,Y,TRACE-BIRD-CROP028-L,"For this 500 mg a.i./kg seed, Precision scenario, the overall acute characterization reports non-negligible population effects unlikely, based on dose magnitude plus limited dietary plausibility; body-size-specific acute synthesis is limited.","The narrative characterizes acute population effects as unlikely using a proposed 25% dietary upper bound, seed preference/handling evidence and toxicity magnitude; the Vigna exception limits that generalization.",Determine whether modeled acute magnitude and encounter likelihood together make individual effects sufficiently plausible to matter at the population level.,MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,GENERALLY_SUPPORTED_WITH_QUALIFICATIONS,T162-C0037; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0037,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004; CON-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1132,TABLES:Table 162; TABLES-T0236,98,Vigna spp.,Legumes,500 mg a.i./kg seed,Precision,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Chronic,Small,N,TRACE-BIRD-CROP028-S,"For this 500 mg a.i./kg seed, Precision scenario, one to three seeds can exceed chronic metrics in several high-loading/large-seed cases. At 25% diet, 200 mg/kg gives about 4 days above 7.78 and no exceedance of 10.8; at 300 mg/kg or more, durations are about 14 and 10 days.","The narrative explicitly treats one-to-two-seed chronic exceedance with surface availability as concerning, but treats ≤200 mg/kg as unlikely to affect populations when 25% diet gives ≤4 days and no 10.8 exceedance.","Determine whether the magnitude and duration of modeled exceedance, at a plausible dietary fraction and availability, are sufficient to imply a non-negligible population consequence.",MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,GENERALLY_SUPPORTED_WITH_QUALIFICATIONS,T162-C0042; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0042,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1133,TABLES:Table 162; TABLES-T0236,98,Vigna spp.,Legumes,500 mg a.i./kg seed,Precision,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Chronic,Medium,N,TRACE-BIRD-CROP028-M,"For this 500 mg a.i./kg seed, Precision scenario, 100% diet produces about 7-44 days above 7.78. At 0.076 mg/seed, durations are 15-44, 4.5-34 and 0-24 days at 100%, 50% and 25% diet; at 0.045 mg/seed, 7.4-37, 0-27 and 0-17 days.",The narrative reports body-size-specific durations and seed counts but does not state a comparably explicit medium-/large-bird decision rationale.,"Determine whether the magnitude and duration of modeled exceedance, at a plausible dietary fraction and availability, are sufficient to imply a non-negligible population consequence.",MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,REVIEWER_JUDGMENT_REQUIRED,T162-C0041; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0041,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
T162-D1134,TABLES:Table 162; TABLES-T0236,98,Vigna spp.,Legumes,500 mg a.i./kg seed,Precision,Deep Legumes workbook scenario; crop-specific drill/precision assumptions,Bird,Chronic,Large,Y,TRACE-BIRD-CROP028-L,"For this 500 mg a.i./kg seed, Precision scenario, 100% diet produces up to about 26 days above 7.78. At 0.076 mg/seed, durations are 0-26, 0-16 and 0-6.4 days at 100%, 50% and 25% diet; at 0.045 mg/seed they are 0-19, 0-8.9 and 0 days.",The narrative reports body-size-specific durations and seed counts but does not state a comparably explicit medium-/large-bird decision rationale.,"Determine whether the magnitude and duration of modeled exceedance, at a plausible dietary fraction and availability, are sufficient to imply a non-negligible population consequence.",MULTIPLE_LINES: duration; seeds needed; dietary plausibility; seed size/preference; field evidence,REVIEWER_JUDGMENT_REQUIRED,T162-C0040; T162-C0098; T162-C0099; T162-C0100; T162-C0101,T162-Q0040,TABLES:Tables 27-29; TABLES:Tables 32-40; Phase 3B Legumes workbook reconciliation,MAIN-H0037; MAIN-H0039; MAIN-P000509; MAIN-P000511; MAIN-P000515; MAIN-P000517; MAIN-P000519; MAIN-P000521; MAIN-P000536; MAIN-P000538; MAIN-P000547; MAIN-P000560; MAIN-P000567; MAIN-P000575; MAIN-P000577; MAIN-P000584; MAIN-P000591; MAIN-P000598; MAIN-P000605,TRACEABLE_WITH_RECORDED_QUALIFICATIONS,TRC-001; CAL-004; CON-004,Current-visible draft used: normal text and tracked insertions included; tracked deletions excluded. Word comments are working context only and are not evidence.
